renters,description
VIP Store,"Pernah Beli Head Lamp dan Kecewa karena Barangnya Cepat Rusak dan Kualitasnya Tidak Bagus. Head Lamp ini DIJAMIN 100% Original Note : Kenapa  Anda harus membeli head lamp disini ? ✔️ Sumbu L9, bohlam LED, kecerahan tinggi, jarak jauh ✔️ Mode pencahayaan: 3 jenis (cahaya kuat, cahaya redup, flash SOS) ✔️ Zoom putar paduan aluminium, ukuran titik cahaya yang dapat disesuaikan, untuk melihat jauh dan dekat ✔️ Kapasitas baterai: baterai lithium 18650, 2400mAh / 4000mAh, tampilan daya ✔️ Metode pengisian daya: Pengisian langsung cepat USB ✔️ Bahan komponen yang ringan: aluminium alloy ✔️ Fitur: Bank daya, yang dapat mengisi daya ponsel dan perangkat lain ✔️ Ukuran: 44*83*87mm, Berat: 320g ✔️ Bahan Anyaman Elastis ✔️ Jarak efektif: 300-400m ✔️ Waterproof standar IPX4 Aksesoris: 1 lampu depan 1 ikat kepala 1 baterai 1 kabel pengisi daya USB Type-C 【Keuntungan yang di dapat 】 ⭐ Spesifikasi tertinggi untuk harga ini ⭐ Sumbu L9 lebih terang dan jangkauannya lebih panjang dari lampu depan lain yang ada di pasaran ⭐ Cahaya terang, cahaya redup, flash SOS dan mode pencahayaan lainnya, cocok untuk pendakian gunung di luar ruangan, berkuda di malam hari, dan pemandangan lainnya ⭐ Dapat digunakan sebagai bank daya, mengisi daya ponsel saat ponsel kehabisan daya, penggunaan darurat, lebih aman ⭐ Waterproof, aman untuk penggunaan saat cuaca hujan ⭐ Baterai lithium 18650, memberikan kecerahan yang cukup untuk penerangan cahaya yang kuat. KENAPA ANDA PASTI PUAS BELANJA DI TOKO Vip Living? ⚡ Respon Cepat & Profesional 🥇 Barang 100% Original & Ditest sebelum Kirim 🚚 Barang dikirim di hari yang sama, selama order sebelum jam 16.00 (Minggu/tgl merah libur yah)  📦 Packaging Super Aman (FREE bubble wrap & box) 👍 Apa yang Anda lihat & baca, itulah yang Anda dapatkan (kami memegang penuh prinsip kejujuran) 😊 CS kami tetap melayani dengan baik SETELAH pembelian "
KISHO TANGERANG,LAMPU DEPAN HEADLIGHT UTK VW GOLF MK6 TSI  Plug n play tidak merubah apapun tinggal pasang TIDAK BISA UTK VW GOLF GTI  Brand New In Box merk VLAND Harga tertera utk 1 pasang lampu = kiri dan kanan
Electrical Supply Store,"Detail spesifikasi : - Tipe : MS-309 - Daya : 30W - Sumber Cahaya : Q-LED - Quantum Light Emitting Diode - Mangkok Reflektor : Alumunium 3.0 - Kontrol Cahaya : 3 Mode (Cahaya Terang | Cahaya Redup | S.O.S) - Jarak Cahaya : > 1500 meter - Durasi Pemakaian : Mode 1 : 12 jam | Mode 2 : 18 jam - Tipe Baterai : 3 Baterai Lithium Ion - Kapasitas 7800 mAh - Diameter Lampu : 9cm-JUMBO - Umur Baterai : > 1000 x pengisian - Pengisian Baterai : +/-  6-12 Jam - Sirkuit Lampu : Fungsi proteksi arus pendek, mengatur arus listrik lebih stabil - Rangka & Material : Plastik berkualitas 3.5-Lensa Kaca Bening Keunggulan : - Menggunakan Q-LED dan mangkok reflektor sehingga cahaya lebih terang dan lebih jernih - Dilengkapi dengan lubang tripod - Bebas mengatur mode cahaya (TERANG | REDUP | S.O.S) - Waterproof Penggunaan : - Ruangan gelap - Berburu - Memancing - Berkebun - Menyelam - Ternak Walet Isi Box : - Senter Kepala - Charger - Tripod - Headband PRODUK 100 % ORIGINAL 1 KG dapat 2 box"
Fenixlight Indonesia,"Toko resmi Fenixlight Indonesia di Tokopedia: www.tokopedia.com/fenixlightid  Jaminan produk resmi & 100% original! Fenix ​​HL32R-T adalah senter kepala trail running rechargeable yang berperforma tinggi dan ringan. Dilengkapi dengan baterai pack rechargeable Fenix ARB-LP1900 dan juga kompatibel dengan baterai 3 × AAA alkaline (tidak termasuk). Fenix ​​HL32R-T memancarkan output maksimal 800 lumens dan memiliki waktu kerja maksimal yang mengesankan hingga 150 jam. Pencahayaan spotlight dan floodlight yang dikontrol secara terpisah oleh dua sakelar, jarak pancaran cahaya hingga 132 meter, perlindungan berperingkat IP66, dan bodi dari bahan magnesium yang ringan, semuanya menjadikan Fenix ​​HL32R-T pilihan sangat tepat untuk berbagai jenis aktivitas luar ruangan seperti lari lintas alam / trail running, mendaki gunung, dan trekking. Fitur utama: - Dilengkapi Luminus SST20 cool white LED dan Redslight neutral white LED. - Dua sumber cahaya spotlight dan floodlight, dikendalikan oleh dua saklar terpisah. - Didukung oleh satu baterai isi ulang lithium polymer ARB-LP190 dan kompatibel dengan baterai 3 × AAA tipe alkaline. - Material body dari bahan magnesium berkualitas, ringan dan tahan lama. - Dilengkapi port pengisian daya yang cepat, USB Type-C. - Dilengkapi dengan Frequency sensing sensor, kecerahan output dapat berubah seiring dengan kecepatan pergerakan. - Pengoperasian dengan satu tangan dengan SPORT Headband Fit System terbaru. - Output yang diatur secara digital, dapat mempertahankan kecerahan konstan. - Pelindungan dari polaritas terbalik terhadap pemasangan baterai yang tidak tepat. - Size: 2,60'' × 1,77'' × 1,18'' / 66 × 45 × 30 mm. - Weight: 3,77 oz / 107 gram (including battery). Kelengkapan: - Fenix HL32R-T headlamp x 1 - Fenix ARB-LP1900 battery pack x 1 - USB Type-C charging cable x 1 - User manual x 1"
SvkaSvka,Features :  Product Size : 153x36x33mm net weight :125 g Material : ABS + PC Battery : Built-In 2200mAh battery charging method :TPC Fast Charging waterproof level : IPX4 lumen : 1200 lumens range : 80 - 500 m features : Multi-light source with induction red light warning power display battery life : 5-20 hours charging time : 1.5 hours
bella BJM,mika headlamp innova reborn venturer barang original harga untuk satuan / sebelah
Fenixlight Indonesia,"Toko resmi Fenixlight Indonesia di Tokopedia: www.tokopedia.com/fenixlightid  Jaminan produk resmi & 100% original! Fenix ​​HL18R-T adalah senter kepala trail running yang ringan. Headlamp untuk aktivitas lari yang menarik ini memiliki dua opsi sumber daya yang dikendalikan oleh dua sakelar independen. Anda dapat menggunakan baterai pack Li-polymer ARB-LP1300 yang disertakan sebagai opsi pertama Anda. Pilihan daya sekunder adalah 3 baterai AAA. Menawarkan dua opsi sumber daya memberikan ketenangan pikiran selama perjalanan panjang di dalam gelap. Untuk keamanan tambahan, ikat kepala Fenix ​​HL18R-T bersifat reflektif dan menyalurkan keringat. Selain itu, Anda dapat dengan mudah mengisi daya lampu depan dengan kabel Micro USB yang disertakan. Output maksimal Fenix ​​HL18R-T adalah 500 lumens, dengan mode runtime 20 jam untuk trail running. Mulailah hari ini dengan headlamp Fenix ​​HL18R-T baru. Fitur utama Fenix HL18R-T: - LED Cree XP-G3 S3 neutral white dan LED Everlight 2835 cool white. - Termasuk baterai pack Li-Polimer 1300 Mah; kompatibel dengan 3 baterai AAA Ni-MH / Alkaline (tipe ini dilarang mengisi daya didalam unit). - Fungsi penguncian menghindari aktivasi yang tidak disengaja. - Sakelar ganda untuk pengoperasian yang mudah dan cepat. - Tiga tingkat keluaran cahaya spotlight dan dua tingkat keluaran cahaya floodlight. - Port pengisian micro USB 5V / 1A untuk pengisian langsung.  Indikasi level baterai mengingatkan status baterai yang tersisa. - Gesper dorong-tarik putar yang telah dipatenkan untuk penyetelan ikat kepala dengan satu tangan. - Terbuat dari plastik dan aluminium berkualitas, proses injection moulding sebanyak tiga kali menghemat O-ring. - Size: 2.70″ x 1.85″ x 1.55″ / 68.5 x 45 x 39.5 mm. - Weight: 3.21 oz / 91 g (including battery). Kelengkapan: - Fenix HL18R-T headlamp x 1 - Fenix ARB-LP1300 Li-Polymer battery pack x 1 - Micro USB Charging Cable x 1 - User manual x 1"
LED Smart Home,"Lampu Senter Kepala Led T55 Multifungsi Headlamp COB Zoom Super Terang Senter Kepala 7 mode multi-fungsi. dilengkapi fungsi sensor, lampu sorot dengan jangkauan 500 meter, dan kecerahan 4000 lumens, awet, kuat dan tahan lama. Fitur: 1. Chip T8 Super Terang - Chip Led terkemuka yang memiliki kecerahan maksimum 4000 lumen. 2. Pengisian daya USB & Fungsi Powerbank - Senter kepala dapat diisi ulang dengan pengisian USB, serta dengan port output USB, yang dapat digunakan sebagai sumber daya darurat. 3. Lensa Teleskopik dan Zoom Mekanikal - desain Zoom In- dan Zoom Out, membuat pencahayaan menjadi lebih mudah, serta sudut pencahayaan 360°, dapat mengubah sudut cahaya ke arah yang Anda butuhkan. 4. Sensor Gerakan - Dilengkapi dengan mode sensor gerakan, Anda dapat dengan mudah mengaktifkan/mematikan cahaya dengan mengayunkan tangan. 5. IPX65 Tahan Air -Dengan tingkat kedap air IPX65. Cangkang berkualitas tinggi lebih tertutup dan tahan bocor, cocok untuk digunakan saat hujan atau salju, di dalam atau di luar ruangan.  Spesifikasi: Bahan: ABS + paduan aluminium Sumber Cahaya: Chip LED XML-T8 Lensa: Lensa Cembung Warna Cahaya: Putih +SOS (Merah+Biru) Switch: Double Switch (switch umum + switch sensor) Fungsi Sensor Induksi : sekitar 10-30 cm Mode Kerja: 5 mode Cahaya utama: Terang - redup - berkedip - mode sensor; Cahaya Samping : Terang - redup - berkedip merah dan biru Kecerahan: 4000 Lumen Sumber Daya: 2 x Baterai Lithium 18650 Built-In Pengisian Daya: Cas USB Waktu Pengisian: 2-4 Jam Waktu Pemakaian: 4-6 Jam Fungsi Output USB (Powerbank) Tahan Air: IPX55 (tidak dapat direndam dalam air) Isi Paket : 1 x Headlamp Sensor T55 1 x Kabel Cas USB 1 x Panduan Manual"
Danishklontong,Headlamp / Head Lamp / Lampu depan vx80 / Land cruiser 80 Material lensa depan lampu menggunakan kaca jadi dijamin aman pakai lampu watt besar atau pakai HID atau LED Harga sudah 1 set kiri dan kanan dan sudah berikut lampu senjanya ( corner lamp ) happy shopping
VIP Store,"Headlamp Lampu Senter Kepala Waterproof IPX-45 Mode -T09 Headlamp ini diletakan di bagian kepala atau helm, muat dengan berbagai macam ukuran kepala. Dilengkapi dengan Strap yang terbuat dari bahan kain yang halus serta kuat. Headlamp ini terdiri dari 3 buat LED yaitu 2 buah LED warna putih dan 1 buah LED warna merah. Disertai dengan sensor gerak, sehingga untuk menyalakan lampu Anda hanya perlu menggerakkan tangan saja di depan lampu. Fitur yang di dapat : ✔️Interaction Switch Headlamp ini memiliki 2 buah tombol yang berfungsi sebagai tombol utama dan tombol sensor. Dengan mengaktifkan tombol sensor maka Anda dapat mematikan dan menyalakan hanya dengan gerak tangan saja. ✔️Led Type Headlamp ini memiliki jenis LED XPG, 2 buah COB dan Red Light yang membuat cahaya dari lampu tersebut sangat terang dan luas jangakuannya. ✔️6 Light Mode  Headlamp ini dilengkapi dengan pengaturan 6 mode cahaya dari terang hingga redup dengan mode COB dan Red Light. ✔️Indikator Baterai Dilengkapi 4 penanda baterai yang berfungsi untuk menunjukan persentase baterai  jadi untuk Headlamp ini Tidak Perlu menggunakan baterai External karena cukup di Rechargble baterai.  ✔️Kapasitas baterai: 1000mAh ✔️Waktu penggunaan: 3-5 jam ✔️Waterproof tahan air dengan standard IPX4 ✔️Kapasitas baterai: 1000mAh Isi Paket :  1 Buah headlamp 1 USB Cable KENAPA ANDA PASTI PUAS BELANJA DI TOKO Vip Living? ⚡ Respon Cepat & Profesional 🥇 Barang 100% Original & Ditest sebelum Kirim 🚚 Barang dikirim di hari yang sama, selama order sebelum jam 16.00 (Minggu/tgl merah libur yah)  📦 Packaging Super Aman (FREE bubble wrap & box) 👍 Apa yang Anda lihat & baca, itulah yang Anda dapatkan (kami memegang penuh prinsip kejujuran) 😊 CS kami tetap melayani dengan baik SETELAH pembelian "
Super Surya Official,"Headlamp Multifungsi 5W 10 COB Copot Pasang Fleksibel Rechargeable Kemampuan Penerangan yang Siap Saat Dibutuhkan! Headlamp Multifungsi: Solusi cahaya serbaguna dengan desain yang mudah digunakan. Hadir dengan kemampuan copot-pasang yang praktis, fleksibilitas yang disesuaikan, serta pengisian USB, hadirkan kecerahan yang tak tergoyahkan dalam setiap langkah Anda. Fitur: - Desain copot-pasang multifungsi dengan fitur magnet. - Dilengkapi pen klip untuk pemasangan mudah dan akses cepat. - Mode cahaya XPE, COB, dan kombinasi keduanya serta SOS. - Cocok untuk hiking, camping, kegiatan malam, atau situasi darurat. Spesifikasi: Material : ABS  Baterai : 18650 (Rechargeable) Sumber Cahaya : XPE + COB XPE : 95 Lumens COB : 120 Lumens Mode Cahaya (4) : XPE, COB, Kedua Lampu Menyala, SOS (Tekan Lama) Lama Pencahayaan : 6 jam Ukuran Produk : 109*35*28 mm Tipe Pengisian : Type C Isi Paket : 1 x Headlamp 1 x kabel usb type c NOTE : Setiap barang yang kami kirim telah melalui proses pengecekan teliti untuk memastikan bahwa saat tiba di tangan Anda, barang tersebut berfungsi dengan optimal tanpa ada kerugian bagi Anda sebagai pembeli. Kami menyediakan garansi jika tidak ada kerusakan yang disebabkan oleh human error atau rusak dalam pengiriman. Dalam hal kerusakan fisik, mohon berikan video produk dari proses pembukaan kemasan hingga pengujian produk. Jangan ragu untuk menghubungi kami untuk mendapatkan informasi lebih lanjut mengenai cara penggunaan dan pemeliharaan produk. Harap diingat, keluhan atau memberikan penilaian buruk tanpa memberi tahu kami terlebih dahulu akan membuat garansi hangus. Kami sangat menyambut Reseller dan Dropshipper dengan sistem Resi Otomatis yang memudahkan bisnis Anda. Terima kasih telah memilih produk dari kami, dan kami sangat menantikan repeat ordernya. Terima kasih telah membeli dari kami, di tunggu pesanan berikutnya. HAPPY SHOPPING"
Surya Lighting Official store,"Surya SYH 20W-1 Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip Super LED 20W dengan diameter reflektor yang besar, sehingga cahaya yang dihasilkan sangat terang dengan jarak sorot yang jauh hingga 200 meter. *Baterai yang dapat dicas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Dilengkapi dengan Indikator Baterai yang memudahkan pengguna untuk mengetahui kapasitas daya yang tersisa. *Terdapat indikator pengecasan baterai penuh di adaptor. *Watt: 20W *Tipe LED: LED Super *Warna LED: Putih *Baterai: Lithium 18650 *Kapasitas: 3.7V 4000mAh *Lama Penggunaan: 12 Jam *Waktu Pengecasan:  8 Jam *Bahan Produk: ABS *Diameter Lampu: Ø90mm *Dimensi Lampu: 100 x 90 x 90 mm *Aksesoris: Lensa kuning, Adaptor Pengecasan & Karet Ikat Kepala *Fungsi Tambahan : Dimmer &  Blitz -Dimmer, dapat mengatur tingkat cahaya sesuai dengan kebutuhan anda. -Blitz, bisa di gunakan pada saat berburu. Aplikasi: Penyelam, Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi, dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
LED Smart Home,"Lampu Kepala Led Headlamp Flashlight Glare T8 Zoom Motion Sensor Zoom Headlamp dengan Sumbu T8 Glare Zoom super terang, awet, dan tahan lama digunakan.  Cahaya Sorot kuat super terang dengan 3 Mode Sorot, dapat di zoom-In dan zoom-out,serta dengan sensor induksi. Pengisian daya micro Usb dan dapat dijadikan powerbank. Baterai kapasitas tinggi 2400mAh, Rotasi segala arah. Tahan Air, cocok untuk penggunaan luar ruangan, berkemah, bersepeda, memancing, pekerjaan darurat, penggunaan luar ruangan. Fitur: 1. Sumbu T8 Glare Zoom, sorot cahaya super terang dan cahaya jernih. 2. Dengan Bahan ABS Kualitas tinggi, kokoh dan awet digunakan. 3. Mode Cahaya dapat disesuaikan, 3 tingkat cahaya dan fungsi zoomable. 4. Sensor Induksi, Rotasi 360, pengisian daya micro-Usb, dan fungsi powerbank untuk memudahkan penggunaan. 5. Daya Tahan Air tinggi, penggunaan luar ruangan yang bagus dan tahan lama. Spesifikasi: Material: ABS+Aluminium Alloy Lensa: Lensa Convex Sumber Cahaya: Chip Led XML-T8 Warna Cahaya: Putih Terang Lumens: 3000 Lm Jarak Sorot: 300-500 m Baterai: Built-In Lithium 18650 Rechargeable Pengisian Daya: Micro-USB Waktu Pengisian: 3-5 Jam Waktu Pemakaian: 6-8 Jam 4 Mode Cahaya: Sorot Kuat-Rendah-Strobo- Mode Induksi Fokus Rotasi 360; Zoomable Fungsi Tahan Air IPX5  Isi Kemasan: 1 x Headlamp T8 1 x Kabel Cas Usb 1 x Strap Kepala"
Surya Lighting Official store,"Surya SYH S6W-3 Yellow Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip Super LED 6W sehingga cahaya yang di hasilkan sangat terang dengan jarak sorot yang jauh hingga 100 meter. *Dapat di gunakan di dalam air, menjadikan pengalaman menyelam anda lebih memuaskan, dengan tingkat kedalaman hingga 50 meter *Menggunakan baterai yang berkualitas Lithium 3.7V dengan total kapasitas 1800mAh, sehingga mampu menyala lebih lama hingga 12 jam. *Baterai yang dapat dicas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Terdapat indikator pengecasan baterai penuh di adaptor. *Watt: 6W *Tipe LED: Super LED *Warna LED: Kuning *Baterai: Lithium 18650 *Kapasitas: 3.7V 1800mAh *Lama Penggunaan: 12 Jam *Waktu Pengecasan: 6 Jam *Bahan Produk: ABS *Diameter Lampu: Ø76mm *Dimensi Lampu: 85 x 80 x 76 mm *Aksesoris: Adaptor Pengecasan & Karet Ikat Kepala *Fungsi Tambahan: Selam *Aplikasi :Penyelam, Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi, dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
Batterypedia,"Camelion Headlamp Rechargeable Sensor RS71 FITUR UTAMA -Sensor gelombang dengan jarak penginderaan 10cm -Micro usb isi ulang -Sudut cahaya yang dapat disesuaikan SPESIFIKASI Sumber Daya: 600mAh Rechargeable Li-Polymer Battery Mode Pencahayaan :Tinggi / Sedang/ Rendah / Strobe/ SOS Luminous Flux ：Cahaya Putih 80 Lumens ( 2 Jam ) - Cahaya Merah 10 Lumens ( 12 Jam ) Waktu Isi Ulang Baterai : 1.5 Jam Jarak Sensor : 10cm Dimensi ：60mm x 45mm x 34mm Berat ：57 gr ISI : - 1pcs Headlamp Rechargeable Sensor - 1pcs Kabel USB Camelion Memproduksi beragam Baterai Primary (Baterai Alkaline - Super Heavy Duty - Ekstra Heavy Duty - Lithium - Button Cell), Baterai Rechargeable, Senter, Jump Starter, dan AAksesoris Mobile lainnya. Yang telah Didistribusikan di berbagai Negara dan kini hadir di Indonesia !"
